state,city,latitude,longitude                                                                                                 
WI,Crivitz village,45.233959,-88.00696
WI,Cross Plains village,43.114469,-89.647986
WI,Cuba City city,42.603613,-90.431797
WI,Cudahy city,42.946711,-87.864016
WI,Cumberland city,45.536783,-92.030832
WI,Curtiss village,44.952767,-90.439585
WI,Dale CDP,44.27566,-88.673017
WI,Dallas village,45.258178,-91.814619
WI,Dalton CDP,43.6564,-89.207633
WI,Danbury CDP,46.009548,-92.376323
WI,Dane village,43.2461,-89.499577
WI,Darien village,42.600733,-88.712757
WI,Darlington city,42.676594,-90.120037
WI,Deerfield village,43.049181,-89.076153
WI,Deer Park village,45.18854,-92.388687
WI,DeForest village,43.246722,-89.357467
WI,Dekorra CDP,43.453876,-89.460309
WI,Delafield city,43.067421,-88.388833
WI,Delavan city,42.630455,-88.629781
WI,Delavan Lake CDP,42.598884,-88.624497
WI,Dellwood CDP,43.945106,-89.928003
WI,Denmark village,44.349333,-87.83119
WI,De Pere city,44.43099,-88.079936
WI,De Soto village,43.432115,-91.200551
WI,Diamond Bluff CDP,44.648888,-92.618884
WI,Diaperville CDP,46.604782,-90.713502
WI,Dickeyville village,42.624643,-90.591327
WI,Dodge CDP,44.134381,-91.549335
WI,Dodgeville city,42.966003,-90.129703
WI,Dorchester village,45.001426,-90.331157
WI,Dousman village,43.009322,-88.479316
WI,Downing village,45.04982,-92.124322
WI,Downsville CDP,44.775055,-91.928659
WI,Doylestown village,43.428274,-89.146858
WI,Dresser village,45.363176,-92.634675
WI,Drummond CDP,46.343697,-91.249894
WI,Dunbar CDP,45.646709,-88.179716
WI,Durand city,44.622188,-91.960151
WI,Dyckesville CDP,44.640309,-87.764824
WI,Eagle village,42.882243,-88.463377
WI,Eagle Lake CDP,42.695587,-88.128844
WI,Eagle River city,45.924695,-89.257779
WI,Eastman village,43.165159,-91.032838
WI,Easton CDP,43.836023,-89.799125
WI,East Troy village,42.785184,-88.395573
WI,Eau Claire city,44.81966,-91.494877
WI,Eden village,43.694065,-88.366064
WI,Edgar village,44.922844,-89.96261
WI,Edgerton city,42.838947,-89.069571
WI,Edmund CDP,42.966221,-90.264438
WI,Egg Harbor village,45.051314,-87.304882
WI,Eland village,44.866947,-89.208962
WI,Elcho CDP,45.436765,-89.188825
WI,Elderon village,44.787402,-89.252117
WI,Eleva village,44.576566,-91.470254
WI,Elkhart Lake village,43.83143,-88.013801
WI,Elkhorn city,42.671601,-88.536256
WI,Elk Mound village,44.874421,-91.686238
WI,Ellison Bay CDP,45.255255,-87.072865
WI,Ellsworth village,44.736178,-92.480249
WI,Elm Grove village,43.04752,-88.087029
WI,Elmwood village,44.780073,-92.14897
WI,Elmwood Park village,42.691254,-87.822051
WI,Elroy city,43.741885,-90.270397
WI,Embarrass village,44.670484,-88.703189
WI,Emerald CDP,45.086675,-92.249478
WI,Endeavor village,43.714766,-89.468948
WI,Ephraim village,45.167749,-87.172619
WI,Ettrick village,44.169553,-91.265042
WI,Eureka CDP,44.011625,-88.841388
WI,Evansville city,42.778067,-89.29598
WI,Exeland village,45.667431,-91.241478
WI,Fairchild village,44.605234,-90.956722
WI,Fairwater village,43.742542,-88.866939
WI,Fall Creek village,44.763962,-91.277797
WI,Fall River village,43.385851,-89.045468
WI,Fennimore city,42.979384,-90.649166
WI,Fenwood village,44.865782,-90.014579
WI,Ferryville village,43.353282,-91.095651
WI,Fitchburg city,42.985782,-89.425334
WI,Florence CDP,45.92786,-88.235237
WI,Fond du Lac city,43.772182,-88.440264
WI,Fontana-on-Geneva Lake village,42.544319,-88.569332
WI,Footville village,42.671487,-89.208387
WI,Forest Junction CDP,44.214763,-88.149581
WI,Forestville village,44.690892,-87.478355
WI,Fort Atkinson city,42.923989,-88.845551
WI,Fountain City city,44.11876,-91.689804
WI,Fox Crossing village,44.223159,-88.474961
WI,Fox Lake city,43.560908,-88.913596
WI,Fox Point village,43.158126,-87.901392
WI,Francis Creek village,44.200532,-87.720911
WI,Franklin city,42.883879,-88.011548
WI,Franks Field CDP,46.552163,-90.598917
WI,Frederic village,45.652819,-92.462832
WI,Fredonia village,43.471703,-87.947135
WI,Fremont village,44.259933,-88.870137
WI,French Island CDP,43.858653,-91.260837
WI,Friendship village,43.971746,-89.820016
WI,Friesland village,43.589721,-89.066176
WI,Fulton CDP,42.805338,-89.125859
WI,Galesville city,44.084289,-91.357518
WI,Gays Mills village,43.322343,-90.848573
WI,Genoa village,43.573338,-91.226053
WI,Genoa City village,42.5065,-88.319271
WI,Germantown village,43.234527,-88.124999
WI,Gibbsville CDP,43.649117,-87.834943
WI,Gillett city,44.88992,-88.306176
WI,Gilman village,45.166194,-90.807217
WI,Gilmanton CDP,44.480867,-91.672104
WI,Glenbeulah village,43.798394,-88.046792
WI,Glendale city,43.126142,-87.927195
WI,Glen Flora village,45.496957,-90.893479
WI,Glen Haven CDP,42.83574,-91.060752
WI,Glenwood City city,45.052075,-92.165802
WI,Glidden CDP,46.134673,-90.572127
WI,Goodman CDP,45.619363,-88.351413
WI,Gordon CDP,46.240032,-91.799517
WI,Gotham CDP,43.222488,-90.296957
WI,Grafton village,43.32067,-87.947627
WI,Grand Marsh CDP,43.885247,-89.707156
WI,Grand View CDP,46.368042,-91.103438
WI,Granton village,44.588311,-90.460426
WI,Grantsburg village,45.780318,-92.682516
WI,Gratiot village,42.579786,-90.023795
WI,Green Bay city,44.521542,-87.986568
WI,Greenbush CDP,43.778076,-88.094123
WI,Greendale village,42.939993,-88.000857
WI,Greenfield city,42.960604,-88.00567
WI,Green Lake city,43.842785,-88.95579
WI,Greenleaf CDP,44.316937,-88.097169
WI,Green Valley CDP,44.796922,-88.268174
WI,Greenwood city,44.765376,-90.598951
WI,Gresham village,44.84861,-88.786076
WI,Hager City CDP,44.602063,-92.533469
WI,Hales Corners village,42.941231,-88.0495
WI,Hammond village,44.969023,-92.438076
WI,Hancock village,44.133308,-89.520954
WI,Hanover CDP,42.638884,-89.171034
WI,Harrison village,44.192246,-88.294059
WI,Harrisville CDP,43.88429,-89.409885
WI,Hartford city,43.322467,-88.377737
WI,Hartland village,43.102352,-88.335595
WI,Hatfield CDP,44.416937,-90.751111
WI,Hatley village,44.886492,-89.337102
WI,Haugen village,45.607593,-91.778588
WI,Hawkins village,45.511853,-90.717153
WI,Hayward city,46.008885,-91.483436
WI,Hazel Green village,42.534132,-90.436099
WI,Hebron CDP,42.918787,-88.689478
WI,Helenville CDP,43.016537,-88.699897
WI,Herbster CDP,46.842197,-91.2419
WI,Hewitt village,44.642486,-90.104834
WI,Highland village,43.047477,-90.380085
WI,Hilbert village,44.141492,-88.161084
WI,Hillsboro city,43.656497,-90.334389
WI,Hingham CDP,43.654278,-87.910623
WI,Hixton village,44.383081,-91.0148
WI,Hobart village,44.495441,-88.155601
WI,Holcombe CDP,45.222301,-91.120552
WI,Hollandale village,42.87563,-89.934225
WI,Holmen village,43.970498,-91.265443
WI,Horicon city,43.445001,-88.640328
WI,Hortonville village,44.335766,-88.636599
WI,Houlton CDP,45.065942,-92.788487
WI,Howard village,44.568621,-88.071724
WI,Howards Grove village,43.82974,-87.820326
WI,Hudson city,44.963882,-92.730253
WI,Humbird CDP,44.531283,-90.879166
WI,Hurley city,46.444285,-90.211266
WI,Hustisford village,43.342696,-88.603471
WI,Hustler village,43.877286,-90.265801
WI,Independence city,44.309824,-91.42071
WI,Ingram village,45.505624,-90.813687
WI,Iola village,44.509708,-89.117218
WI,Iron Belt CDP,46.403009,-90.319218
WI,Iron Ridge village,43.398061,-88.531928
WI,Iron River CDP,46.579326,-91.39985
WI,Ironton village,43.544188,-90.145467
WI,Ixonia CDP,43.137193,-88.596316
WI,Jackson village,43.320071,-88.166144
WI,Janesville city,42.684698,-89.01317
WI,Jefferson city,43.003955,-88.808473
WI,Jim Falls CDP,45.047823,-91.271888
WI,Johnson Creek village,43.079053,-88.771069
WI,Jolmaville CDP,46.433051,-90.749832
WI,Juda CDP,42.589961,-89.50922
WI,Jump River CDP,45.355532,-90.796445
WI,Junction City village,44.594933,-89.769656
WI,Juneau city,43.402904,-88.703256
WI,Kaukauna city,44.276791,-88.263857
WI,Kekoskee village,43.500597,-88.584595
WI,Kellnersville village,44.225167,-87.803115
WI,Kendall village,43.792669,-90.367649
WI,Kennan village,45.530074,-90.586831
WI,Kenosha city,42.585882,-87.876398
WI,Keshena CDP,44.866782,-88.585289
WI,Kewaskum village,43.517649,-88.230607
WI,Kewaunee city,44.463574,-87.521699
WI,Kiel city,43.91602,-88.026497
WI,Kieler CDP,42.582306,-90.605183
WI,Kimberly village,44.26676,-88.338004
WI,King CDP,44.342086,-89.12485
WI,Kingston village,43.693268,-89.131469
WI,Knapp village,44.948898,-92.080767
WI,Knowlton CDP,44.718188,-89.680363
WI,Kohler village,43.739983,-87.776838
WI,Krakow CDP,44.758507,-88.261086
WI,Kronenwetter village,44.819893,-89.588673
WI,Lac du Flambeau CDP,45.962279,-89.896865
WI,Lac La Belle village,43.145515,-88.517334
WI,La Crosse city,43.824685,-91.224616
WI,Ladysmith city,45.460974,-91.097573
WI,La Farge village,43.578243,-90.638265
WI,Lake Arrowhead CDP,44.203602,-89.844627
WI,Lake Camelot CDP,44.212774,-89.763025
WI,Lake Delton village,43.591353,-89.784467
WI,Lake Geneva city,42.583346,-88.428454
WI,Lake Hallie village,44.891691,-91.420333
WI,Lake Ivanhoe CDP,42.57924,-88.335973
WI,Lake Koshkonong CDP,42.893647,-88.963354
WI,Lake Lorraine CDP,42.73038,-88.740323
WI,Lake Mills city,43.077639,-88.906411
WI,Lake Nebagamon village,46.497748,-91.704353
WI,Lake Ripley CDP,43.008632,-88.990254
WI,Lake Sherwood CDP,44.206264,-89.788058
WI,Lake Tomahawk CDP,45.809175,-89.577404
WI,Lake Wazeecha CDP,44.37087,-89.749231
WI,Lake Wisconsin CDP,43.36474,-89.59601
WI,Lake Wissota CDP,44.925954,-91.289635
WI,Lakewood CDP,45.300592,-88.514541
WI,Lancaster city,42.847348,-90.706484
WI,Lannon village,43.15724,-88.158198
WI,Laona CDP,45.55968,-88.669656
WI,Lauderdale Lakes CDP,42.772349,-88.580552
WI,La Valle village,43.582669,-90.130171
WI,Lebanon CDP,43.257449,-88.632197
WI,Legend Lake CDP,44.895116,-88.543082
WI,Lena village,44.953037,-88.047325
WI,Leopolis CDP,44.765481,-88.844716
WI,Lewis CDP,45.721887,-92.392215
WI,Lily Lake CDP,42.565703,-88.209981
WI,Lime Ridge village,43.467579,-90.157692
WI,Linden village,42.918614,-90.274181
WI,Little Chute village,44.291128,-88.320399
WI,Little Round Lake CDP,45.969426,-91.368866
WI,Little Sturgeon CDP,44.842029,-87.57449
WI,Livingston village,42.900095,-90.43368
WI,Lodi city,43.315531,-89.539889
WI,Loganville village,43.43702,-90.037365
WI,Lohrville village,44.038153,-89.121158
WI,Lomira village,43.594248,-88.443216
WI,Lone Rock village,43.185686,-90.201288
WI,Long Lake CDP,45.843027,-88.667306
WI,Lowell village,43.333564,-88.813704
WI,Loyal city,44.736531,-90.49564
WI,Lublin village,45.074915,-90.723808
WI,Luck village,45.576753,-92.462503
WI,Luxemburg village,44.544733,-87.706499
WI,Lyndon Station village,43.708788,-89.893654
WI,Lynxville village,43.252656,-91.049356
WI,Lyons CDP,42.648231,-88.360114
WI,McFarland village,43.019225,-89.28342
WI,Madison city,43.087815,-89.429856
WI,Maiden Rock village,44.567897,-92.309307
WI,Maine village,45.05803,-89.681321
WI,Manawa city,44.461517,-88.920464
WI,Manitowoc city,44.097981,-87.678945
WI,Maple Bluff village,43.117399,-89.37105
WI,Marathon City village,44.938991,-89.850095
WI,Marengo CDP,46.421926,-90.808097
WI,Maribel village,44.278597,-87.802126
WI,Marinette city,45.086794,-87.632443
WI,Marion city,44.677313,-88.902362
WI,Markesan city,43.710826,-88.991214
WI,Marquette village,43.746408,-89.138354
WI,Marshall village,43.170486,-89.062647
WI,Marshfield city,44.662374,-90.172424
WI,Mason village,46.435455,-91.059951
WI,Mattoon village,45.004617,-89.041093
WI,Mauston city,43.799976,-90.079554
WI,Mayville city,43.498154,-88.547639
WI,Mazomanie village,43.17245,-89.795308
WI,Medford city,45.135634,-90.342467
WI,Mellen city,46.323977,-90.660454
WI,Melrose village,44.131154,-90.996919
WI,Melvina village,43.802449,-90.781459
WI,Menasha city,44.212338,-88.427357
WI,Menomonee Falls village,43.159411,-88.121548
WI,Menomonie city,44.8892,-91.90957
WI,Mequon city,43.211357,-88.014237
WI,Mercer CDP,46.161334,-90.041842
WI,Merrill city,45.180635,-89.700339
WI,Merrillan village,44.44762,-90.833977
WI,Merrimac village,43.375581,-89.626862
WI,Merton village,43.143682,-88.312344
WI,Middleton city,43.106959,-89.50634
WI,Middle Village CDP,44.926491,-88.717814
WI,Milladore village,44.605625,-89.855161
WI,Millston CDP,44.189264,-90.645691
WI,Milltown village,45.521082,-92.498503
WI,Milton city,42.774857,-88.94377
WI,Milwaukee city,43.063348,-87.966695
WI,Mindoro CDP,44.020139,-91.101926
WI,Mineral Point city,42.863162,-90.181368
WI,Minocqua CDP,45.879211,-89.703617
WI,Minong village,46.098978,-91.825949
WI,Mishicot village,44.228533,-87.639805
WI,Mission CDP,44.345383,-90.763067
WI,Mole Lake CDP,45.486128,-88.975622
WI,Mondovi city,44.570255,-91.666851
WI,Monona city,43.053873,-89.333513
WI,Monroe city,42.602952,-89.638093
WI,Montello city,43.794357,-89.333183
WI,Montfort village,42.969646,-90.433015
WI,Monticello village,42.744662,-89.590257
WI,Montreal city,46.433177,-90.241935
WI,Mosinee city,44.79182,-89.684328
WI,Mountain CDP,45.186387,-88.468086
WI,Mount Calvary village,43.823838,-88.241105
WI,Mount Hope village,42.969635,-90.859559
WI,Mount Horeb village,43.006002,-89.731704
WI,Mount Pleasant village,42.708832,-87.884894
WI,Mount Sterling village,43.316244,-90.929213
WI,Mukwonago village,42.852988,-88.320626
WI,Muscoda village,43.186419,-90.4319
WI,Muskego city,42.871356,-88.13432
WI,Nashotah village,43.088811,-88.407958
WI,Navarino CDP,44.610914,-88.493352
WI,Necedah village,44.022091,-90.075051
WI,Neenah city,44.167444,-88.47644
WI,Neillsville city,44.560316,-90.590781
WI,Nekoosa city,44.313177,-89.907891
WI,Nelson village,44.419593,-91.997308
WI,Nelsonville village,44.490214,-89.303542
WI,Neopit CDP,44.984688,-88.814575
WI,Neosho village,43.307141,-88.521184
WI,Neshkoro village,43.965128,-89.215764
WI,Newald CDP,45.739576,-88.700487
WI,New Auburn village,45.198773,-91.566463
WI,New Berlin city,42.972,-88.129168
WI,Newburg village,43.432085,-88.047615
WI,New Glarus village,42.813145,-89.633742
WI,New Holstein city,43.949222,-88.094881
WI,New Lisbon city,43.875292,-90.162379
WI,New London city,44.39591,-88.73861
WI,New Munster CDP,42.575763,-88.231108
WI,New Odanah CDP,46.598621,-90.650817
WI,New Post CDP,45.902783,-91.207142
WI,New Richmond city,45.125572,-92.538249
WI,Niagara city,45.779259,-88.003197
WI,Nichols village,44.567202,-88.467799
WI,North Bay village,42.764171,-87.780619
WI,North Fond du Lac village,43.811004,-88.48549
WI,North Freedom village,43.457966,-89.853833
WI,North Hudson village,44.995765,-92.754998
WI,North Lake CDP,43.155297,-88.367406
WI,Northport CDP,44.405015,-88.811252
WI,North Prairie village,42.940891,-88.402108
WI,Norwalk village,43.834174,-90.626854
WI,Oak Creek city,42.880257,-87.900777
WI,Oakdale village,43.962167,-90.379118
WI,Oakfield village,43.684063,-88.548571
WI,Oconomowoc city,43.100435,-88.492688
WI,Oconomowoc Lake village,43.103817,-88.449738
WI,Oconto city,44.892663,-87.868509
WI,Oconto Falls city,44.875324,-88.145489
WI,Odanah CDP,46.594079,-90.677951
WI,Ogdensburg village,44.457205,-89.024327
WI,Ogema CDP,45.456606,-90.300279
WI,Okauchee Lake CDP,43.125867,-88.439173
WI,Oliver village,46.64577,-92.184673
WI,Omro city,44.038973,-88.736994
WI,Onalaska city,43.88818,-91.200395
WI,Ontario village,43.721919,-90.593219
WI,Oostburg village,43.623538,-87.788369
WI,Oregon village,42.925332,-89.389154
WI,Orfordville village,42.629366,-89.257284
WI,Osceola village,45.319283,-92.695892
WI,Oshkosh city,44.023168,-88.56226
WI,Osseo city,44.579831,-91.213829
WI,Owen city,44.948191,-90.562616
WI,Oxford village,43.780372,-89.563582
WI,Paac Ciinak CDP,44.857951,-89.155061
WI,Packwaukee CDP,43.765302,-89.45979
WI,Paddock Lake village,42.569659,-88.105361
WI,Palmyra village,42.881211,-88.598107
WI,Pardeeville village,43.537272,-89.302647
WI,Park Falls city,45.938355,-90.445577
WI,Park Ridge village,44.519995,-89.546279
WI,Patch Grove village,42.940288,-90.972343
WI,Pella CDP,44.743504,-88.822441
WI,Pembine CDP,45.636676,-87.991306
WI,Pence CDP,46.410323,-90.2695
WI,Pepin village,44.44278,-92.147668
WI,Peshtigo city,45.056922,-87.744077
WI,Pewaukee city,43.066141,-88.244465
WI,Pewaukee village,43.086874,-88.256388
WI,Phillips city,45.694035,-90.40142
WI,Pigeon Falls village,44.424587,-91.208341
WI,Pine River CDP,44.148598,-89.075882
WI,Pittsville city,44.441673,-90.136571
WI,Plain village,43.277889,-90.042275
WI,Plainfield village,44.217499,-89.496926
WI,Platteville city,42.727927,-90.468094
WI,Pleasant Prairie village,42.526679,-87.888302
WI,Plover village,44.46202,-89.537971
WI,Plum City village,44.635583,-92.191705
WI,Plymouth city,43.745271,-87.965336
WI,Polonia CDP,44.580548,-89.410626
WI,Poplar village,46.581849,-91.782321
WI,Portage city,43.548951,-89.465866
WI,Port Edwards village,44.343156,-89.854402
WI,Port Washington city,43.38447,-87.885049
WI,Port Wing CDP,46.775588,-91.380612
WI,Post Lake CDP,45.430458,-89.090342
WI,Potosi village,42.685515,-90.707743
WI,Potter village,44.118481,-88.101704
WI,Potter Lake CDP,42.820148,-88.343133
WI,Pound village,45.098946,-88.032449
WI,Powers Lake CDP,42.541483,-88.295976
WI,Poynette village,43.392165,-89.404787
WI,Poy Sippi CDP,44.136658,-88.998117
WI,Prairie du Chien city,43.043341,-91.137332
WI,Prairie du Sac village,43.293928,-89.735231
WI,Prairie Farm village,45.236352,-91.98003
WI,Prentice village,45.541224,-90.292805
WI,Prescott city,44.753374,-92.788975
WI,Princeton city,43.855852,-89.124859
WI,Pulaski village,44.668206,-88.234279
WI,Pulcifer CDP,44.849906,-88.362989
WI,Racine city,42.725569,-87.814224
WI,Radisson village,45.767476,-91.217417
WI,Randolph village,43.539472,-89.002811
WI,Random Lake village,43.554748,-87.957765
WI,Raymond village,42.799157,-88.010847
WI,Readstown village,43.448745,-90.759082
WI,Redgranite village,44.053283,-89.115869
WI,Reedsburg city,43.535062,-89.99738
WI,Reedsville village,44.15253,-87.951806
WI,Reeseville village,43.306173,-88.84455
WI,Reserve CDP,45.823074,-91.365221
WI,Rewey village,42.841865,-90.396108
WI,Rhinelander city,45.636129,-89.425517
WI,Rib Lake village,45.319514,-90.20224
WI,Rib Mountain CDP,44.917565,-89.692285
WI,Rice Lake city,45.481992,-91.745762
WI,Richfield village,43.23939,-88.234017
WI,Richland Center city,43.340498,-90.38468
WI,Ridgeland village,45.198063,-91.897959
WI,Ridgeway village,42.998562,-89.992992
WI,Rio village,43.452161,-89.241591
WI,Ripon city,43.84356,-88.837936
WI,River Falls city,44.860971,-92.623895
WI,River Hills village,43.17348,-87.933849
WI,Roberts village,44.961869,-92.547663
WI,Rochester village,42.732913,-88.250323
WI,Rockdale village,42.969984,-89.03055
WI,Rock Falls CDP,44.715651,-91.699258
WI,Rockland village,43.907606,-90.916569
WI,Rock Springs village,43.478726,-89.926906
WI,Rome CDP,42.985323,-88.649857
WI,Rosendale village,43.808905,-88.671236
WI,Rosholt village,44.630177,-89.305189
WI,Rothschild village,44.873714,-89.61975
WI,Rubicon CDP,43.337226,-88.452554
WI,Rudolph village,44.497198,-89.801808
WI,St. Cloud village,43.822438,-88.171707
WI,St. Croix Falls city,45.41137,-92.624694
WI,St. Francis city,42.971675,-87.872918
WI,St. Joseph CDP,43.785465,-91.043627
WI,St. Nazianz village,44.007345,-87.924787
WI,St. Peter CDP,43.838283,-88.343335
WI,Salem Lakes village,42.536496,-88.133169
WI,Sand Pillow CDP,44.331316,-90.763721
WI,Sandy Hook CDP,42.546614,-90.616775
WI,Sauk City village,43.273272,-89.732456
WI,Saukville village,43.388946,-87.943896
WI,Saxon CDP,46.494084,-90.409955
WI,Sayner CDP,45.987754,-89.541914
WI,Scandinavia village,44.460733,-89.146542
WI,Schofield city,44.913348,-89.621478
WI,Seneca CDP,43.265826,-90.956582
WI,Sextonville CDP,43.279474,-90.292373
WI,Seymour CDP,44.819561,-91.436434
WI,Seymour city,44.514416,-88.32734
WI,Sharon village,42.498704,-88.730425
WI,Shawano city,44.777894,-88.586019
WI,Sheboygan city,43.741232,-87.731516
WI,Sheboygan Falls city,43.729279,-87.826235
WI,Sheldon village,45.311904,-90.956665
WI,Shell Lake city,45.72637,-91.910025
WI,Sherwood village,44.176933,-88.275019
WI,Shiocton village,44.445041,-88.57645
WI,Shopiere CDP,42.572183,-88.936206
WI,Shorewood village,43.091338,-87.886654
WI,Shorewood Hills village,43.078893,-89.446963
WI,Shullsburg city,42.573322,-90.234773
WI,Siren village,45.777829,-92.383151
WI,Sister Bay village,45.187097,-87.129354
WI,Slinger village,43.335395,-88.276454
WI,Sobieski CDP,44.722749,-88.065881
WI,Soldiers Grove village,43.392271,-90.77357
WI,Solon Springs village,46.347825,-91.829388
WI,Somers village,42.643242,-87.892166
WI,Somerset village,45.125702,-92.673033
WI,South Milwaukee city,42.912643,-87.862312
WI,South Wayne village,42.567595,-89.876128
WI,Sparta city,43.938249,-90.812705
WI,Spencer village,44.753615,-90.298465
WI,Spooner city,45.825917,-91.886125
WI,Springbrook CDP,45.946907,-91.688996
WI,Springfield CDP,42.640657,-88.413527
WI,Spring Green village,43.177569,-90.068815
WI,Spring Valley village,44.852311,-92.242932
WI,Stanley city,44.959383,-90.943719
WI,Star Prairie village,45.197508,-92.532121
WI,Stetsonville village,45.077132,-90.314232
WI,Steuben village,43.183274,-90.856901
WI,Stevens Point city,44.525481,-89.553718
WI,Stockbridge village,44.068447,-88.309707
WI,Stockholm village,44.490989,-92.272135
WI,Stoddard village,43.662514,-91.212852
WI,Stone Lake CDP,45.838934,-91.552094
WI,Stoughton city,42.923769,-89.222515
WI,Stratford village,44.797614,-90.070576
WI,Strum village,44.553205,-91.388642
WI,Sturgeon Bay city,44.822676,-87.369806
WI,Sturtevant village,42.6989,-87.901553
WI,Suamico village,44.626729,-88.033045
WI,Sullivan village,43.012343,-88.595331
WI,Summit village,43.046188,-88.477445
WI,Summit Lake CDP,45.376968,-89.198971
WI,Sun Prairie city,43.181961,-89.235717
WI,Superior city,46.692119,-92.080356
WI,Superior village,46.648749,-92.108872
WI,Suring village,45.000727,-88.369325
WI,Sussex village,43.136288,-88.22286
WI,Tainter Lake CDP,44.989094,-91.848207
WI,Taycheedah CDP,43.812533,-88.388613
WI,Taylor village,44.321748,-91.120505
WI,Tennyson village,42.690615,-90.686704
WI,Theresa village,43.516767,-88.453809
WI,Thiensville village,43.236704,-87.975922
WI,Thornton CDP,44.798508,-88.691213
WI,Thorp city,44.957957,-90.802185
WI,Three Lakes CDP,45.804495,-89.169056
WI,Tichigan CDP,42.808658,-88.215218
WI,Tigerton village,44.741631,-89.045934
WI,Tilleda CDP,44.815522,-88.912575
WI,Tomah city,43.98801,-90.50138
WI,Tomahawk city,45.478961,-89.711773
WI,Tony village,45.480315,-90.997158
WI,Townsend CDP,45.324031,-88.590417
WI,Trego CDP,45.905802,-91.83106
WI,Trempealeau village,44.002233,-91.428001
WI,Tunnel City CDP,44.004959,-90.567979
WI,Turtle Lake village,45.390622,-92.149832
WI,Turtle Lake CDP,42.732285,-88.67754
WI,Tustin CDP,44.169798,-88.896056
WI,Twin Lakes village,42.515576,-88.250369
WI,Two Rivers city,44.156137,-87.577352
WI,Union Center village,43.682589,-90.263336
WI,Union Grove village,42.686384,-88.049509
WI,Unity village,44.851124,-90.313074
WI,Valders village,44.068148,-87.885813
WI,Van Dyne CDP,43.886211,-88.49781
WI,Vernon village,42.879031,-88.266618
WI,Verona city,42.987447,-89.538507
WI,Vesper village,44.480486,-89.967613
WI,Viola village,43.508187,-90.674004
WI,Viroqua city,43.560286,-90.885901
WI,Wabeno CDP,45.439411,-88.658068
WI,Waldo village,43.677038,-87.9479
WI,Wales village,43.005837,-88.370357
WI,Walworth village,42.530503,-88.59391
WI,Warrens village,44.127397,-90.521063
WI,Washburn city,46.676651,-90.901287
WI,Waterford village,42.764397,-88.21667
WI,Waterloo city,43.183528,-88.990044
WI,Watertown city,43.189405,-88.72891
WI,Waubeka CDP,43.47021,-87.993466
WI,Waukau CDP,43.984548,-88.772057
WI,Waukesha city,43.009084,-88.245062
WI,Waukesha village,42.960422,-88.249314
WI,Waumandee CDP,44.302329,-91.705204
WI,Waunakee village,43.182861,-89.445293
WI,Waupaca city,44.350048,-89.070003
WI,Waupun city,43.631547,-88.737534
WI,Wausau city,44.961766,-89.646538
WI,Wausaukee village,45.378247,-87.954834
WI,Wautoma city,44.067377,-89.291119
WI,Wauwatosa city,43.063165,-88.035583
WI,Wauzeka village,43.085852,-90.898947
WI,Webster village,45.87978,-92.36283
WI,West Allis city,43.007186,-88.028986
WI,West Baraboo village,43.478204,-89.774078
WI,West Bend city,43.417492,-88.181685
WI,Westboro CDP,45.360796,-90.293396
WI,Westby city,43.652864,-90.858193
WI,Westfield village,43.885163,-89.492492
WI,West Milwaukee village,43.012437,-87.970984
WI,Weston village,44.89122,-89.549651
WI,West Salem village,43.898534,-91.087453
WI,Weyauwega city,44.323593,-88.933131
WI,Weyerhaeuser village,45.425644,-91.41524
WI,Wheeler village,45.043822,-91.89933
WI,Whitefish Bay village,43.113137,-87.900475
WI,Whitehall city,44.360516,-91.337802
WI,White Lake village,45.159693,-88.763418
WI,Whitelaw village,44.147561,-87.82669
WI,Whitewater city,42.837439,-88.734282
WI,Whiting village,44.490088,-89.560024
WI,Whittlesey CDP,45.220619,-90.323224
WI,Wild Rose village,44.178282,-89.244468
WI,Williams Bay village,42.578832,-88.545726
WI,Wilson village,44.958611,-92.170494
WI,Wilton village,43.813263,-90.52686
WI,Winchester CDP,44.198236,-88.659907
WI,Wind Lake CDP,42.827839,-88.154651
WI,Wind Point village,42.780392,-87.771599
WI,Windsor village,43.245704,-89.281518
WI,Winneconne village,44.111314,-88.711977
WI,Winter village,45.822142,-91.013043
WI,Wiota CDP,42.636743,-89.949317
WI,Wisconsin Dells city,43.638365,-89.77576
WI,Wisconsin Rapids city,44.392923,-89.826749
WI,Withee village,44.95082,-90.598831
WI,Wittenberg village,44.826884,-89.166603
WI,Wonewoc village,43.653477,-90.224242
WI,Woodford CDP,42.647308,-89.857206
WI,Woodman village,43.092512,-90.797753
WI,Woodruff CDP,45.894436,-89.691154
WI,Woodville village,44.948302,-92.285064
WI,Wrightstown village,44.325734,-88.17578
WI,Wyeville village,44.027851,-90.386077
WI,Wyocena village,43.493239,-89.301835
WI,Yorkville village,42.720098,-88.001389
WI,Yuba village,43.536455,-90.426772
WI,Zoar CDP,45.005484,-88.874832
WY,Afton town,42.72634,-110.932032
WY,Albany CDP,41.186857,-106.12549
WY,Albin town,41.416941,-104.101549
WY,Alcova CDP,42.553333,-106.729461
WY,Alpine town,43.162805,-111.023933
WY,Alpine Northeast CDP,43.193768,-111.007212
WY,Alpine Northwest CDP,43.183823,-111.035589
WY,Alta CDP,43.773624,-111.031262
WY,Antelope Hills CDP,43.081136,-106.312584
WY,Arapahoe CDP,42.992567,-108.45273
WY,Arlington CDP,41.605258,-106.199739
